station_id,datetime_utc,latitude,longitude,rainfall_1h_mm,rainfall_3h_mm,rainfall_6h_mm,rainfall_24h_mm,rainfall_72h_mm,soil_saturation_pct,deep_soil_saturation_pct,temperature_c,relative_humidity_pct,surface_pressure_hpa,wind_speed_kmh,elevation_m,catchment_slope_deg,dist_to_river_m,upstream_drainage_sqkm,flood_occurred
THL_GRG_04,2022-07-14 07:00:00+00:00,31.713,77.165,2.4,7.6,7.6,9.5,21.6,100.0,100.0,19.5,85,848.4,5.2,980.0,38.2,35.0,5600.0,0
SDR_BSN_07,2022-07-14 07:00:00+00:00,31.533,76.89,0.0,0.1,0.1,0.2,14.9,100.0,100.0,24.2,79,908.5,9.0,860.0,16.8,340.0,3100.0,0
MND_URBAN_01,2022-07-14 07:00:00+00:00,31.7087,76.932,0.0,0.2,0.2,1.8,23.0,100.0,100.0,24.2,86,919.4,9.4,760.0,22.4,65.0,11200.0,0
JGN_VLY_05,2022-07-14 07:00:00+00:00,31.983,76.776,0.5,3.8,3.8,5.8,17.2,100.0,100.0,23.9,86,890.4,3.0,1220.0,24.6,210.0,1850.0,0
AUT_JNC_03,2022-07-14 08:00:00+00:00,31.745,77.21,0.6,8.2,8.2,10.1,22.2,100.0,100.0,24.1,82,895.4,5.6,1050.0,34.5,80.0,4200.0,0
SDR_BSN_07,2022-07-14 08:00:00+00:00,31.533,76.89,0.0,0.1,0.1,0.2,14.9,100.0,100.0,25.5,75,909.0,7.3,860.0,16.8,340.0,3100.0,0
THL_GRG_04,2022-07-14 08:00:00+00:00,31.713,77.165,0.6,8.2,8.2,10.1,22.2,100.0,100.0,21.1,81,848.4,5.6,980.0,38.2,35.0,5600.0,0
JGN_VLY_05,2022-07-14 08:00:00+00:00,31.983,76.776,0.0,3.8,3.8,5.6,17.1,100.0,100.0,25.6,73,890.8,0.4,1220.0,24.6,210.0,1850.0,0
MND_URBAN_01,2022-07-14 08:00:00+00:00,31.7087,76.932,0.1,0.3,0.3,1.8,23.1,100.0,100.0,25.3,81,919.1,4.6,760.0,22.4,65.0,11200.0,0
JGN_VLY_05,2022-07-14 09:00:00+00:00,31.983,76.776,0.0,0.5,3.8,4.5,17.1,100.0,100.0,26.4,71,891.4,3.3,1220.0,24.6,210.0,1850.0,0
AUT_JNC_03,2022-07-14 09:00:00+00:00,31.745,77.21,0.0,3.0,8.2,10.1,22.2,100.0,100.0,26.9,71,896.0,4.2,1050.0,34.5,80.0,4200.0,0
MND_URBAN_01,2022-07-14 09:00:00+00:00,31.7087,76.932,0.0,0.1,0.3,1.8,23.1,100.0,100.0,27.6,73,919.8,4.3,760.0,22.4,65.0,11200.0,0
SDR_BSN_07,2022-07-14 09:00:00+00:00,31.533,76.89,0.0,0.0,0.1,0.2,14.9,100.0,100.0,27.3,72,909.6,3.4,860.0,16.8,340.0,3100.0,0
THL_GRG_04,2022-07-14 09:00:00+00:00,31.713,77.165,0.0,3.0,8.2,10.1,22.2,100.0,100.0,23.9,71,849.4,4.2,980.0,38.2,35.0,5600.0,0
AUT_JNC_03,2022-07-14 10:00:00+00:00,31.745,77.21,0.1,0.7,8.3,10.2,22.3,100.0,100.0,27.2,69,896.2,3.8,1050.0,34.5,80.0,4200.0,0
MND_URBAN_01,2022-07-14 10:00:00+00:00,31.7087,76.932,0.0,0.1,0.3,1.8,23.1,100.0,100.0,29.0,65,920.1,5.0,760.0,22.4,65.0,11200.0,0
SDR_BSN_07,2022-07-14 10:00:00+00:00,31.533,76.89,0.0,0.0,0.1,0.2,14.9,100.0,100.0,28.7,65,909.9,2.7,860.0,16.8,340.0,3100.0,0
JGN_VLY_05,2022-07-14 10:00:00+00:00,31.983,76.776,0.0,0.0,3.8,4.3,17.1,100.0,100.0,27.9,61,891.7,2.1,1220.0,24.6,210.0,1850.0,0
THL_GRG_04,2022-07-14 10:00:00+00:00,31.713,77.165,0.1,0.7,8.3,10.2,22.3,100.0,100.0,24.2,68,849.6,3.8,980.0,38.2,35.0,5600.0,0
SDR_BSN_07,2022-07-14 11:00:00+00:00,31.533,76.89,0.0,0.0,0.1,0.2,14.9,100.0,100.0,28.7,64,910.2,6.2,860.0,16.8,340.0,3100.0,0
AUT_JNC_03,2022-07-14 11:00:00+00:00,31.745,77.21,0.1,0.2,8.4,10.2,22.4,100.0,100.0,26.9,72,896.5,3.4,1050.0,34.5,80.0,4200.0,0
THL_GRG_04,2022-07-14 11:00:00+00:00,31.713,77.165,0.1,0.2,8.4,10.2,22.4,100.0,100.0,23.9,72,849.8,3.4,980.0,38.2,35.0,5600.0,0
MND_URBAN_01,2022-07-14 11:00:00+00:00,31.7087,76.932,0.0,0.0,0.3,1.7,23.1,100.0,100.0,30.5,60,920.1,3.8,760.0,22.4,65.0,11200.0,0
JGN_VLY_05,2022-07-14 11:00:00+00:00,31.983,76.776,0.0,0.0,3.8,4.2,17.1,100.0,100.0,27.8,61,891.8,1.3,1220.0,24.6,210.0,1850.0,0
AUT_JNC_03,2022-07-14 12:00:00+00:00,31.745,77.21,0.0,0.2,3.2,10.1,22.4,100.0,100.0,27.2,72,896.4,4.1,1050.0,34.5,80.0,4200.0,0
MND_URBAN_01,2022-07-14 12:00:00+00:00,31.7087,76.932,0.0,0.0,0.1,1.6,23.1,100.0,100.0,30.2,61,920.0,3.6,760.0,22.4,65.0,11200.0,0
THL_GRG_04,2022-07-14 12:00:00+00:00,31.713,77.165,0.0,0.2,3.2,10.1,22.4,100.0,100.0,24.2,71,849.8,4.1,980.0,38.2,35.0,5600.0,0
SDR_BSN_07,2022-07-14 12:00:00+00:00,31.533,76.89,0.1,0.1,0.1,0.3,15.0,100.0,100.0,28.3,69,909.9,2.3,860.0,16.8,340.0,3100.0,0
JGN_VLY_05,2022-07-14 12:00:00+00:00,31.983,76.776,0.0,0.0,0.5,4.1,17.1,100.0,100.0,29.2,55,891.8,4.7,1220.0,24.6,210.0,1850.0,0
MND_URBAN_01,2022-07-14 13:00:00+00:00,31.7087,76.932,0.1,0.1,0.2,1.3,20.4,100.0,100.0,29.2,66,919.4,2.9,760.0,22.4,65.0,11200.0,0
AUT_JNC_03,2022-07-14 13:00:00+00:00,31.745,77.21,0.2,0.3,1.0,10.0,22.2,100.0,100.0,27.4,69,895.8,4.1,1050.0,34.5,80.0,4200.0,0
JGN_VLY_05,2022-07-14 13:00:00+00:00,31.983,76.776,0.2,0.2,0.2,4.2,17.3,100.0,100.0,27.7,64,891.2,6.9,1220.0,24.6,210.0,1850.0,0
THL_GRG_04,2022-07-14 13:00:00+00:00,31.713,77.165,0.2,0.3,1.0,10.0,22.2,100.0,100.0,24.4,68,849.2,4.1,980.0,38.2,35.0,5600.0,0
SDR_BSN_07,2022-07-14 13:00:00+00:00,31.533,76.89,0.0,0.1,0.1,0.3,15.0,100.0,100.0,28.7,68,909.3,3.1,860.0,16.8,340.0,3100.0,0
JGN_VLY_05,2022-07-14 14:00:00+00:00,31.983,76.776,0.0,0.2,0.2,4.1,17.3,100.0,100.0,28.0,67,890.4,4.2,1220.0,24.6,210.0,1850.0,0
SDR_BSN_07,2022-07-14 14:00:00+00:00,31.533,76.89,0.0,0.1,0.1,0.3,15.0,100.0,100.0,29.6,64,908.3,4.3,860.0,16.8,340.0,3100.0,0
MND_URBAN_01,2022-07-14 14:00:00+00:00,31.7087,76.932,0.0,0.1,0.1,0.6,18.6,100.0,100.0,30.0,66,918.4,1.1,760.0,22.4,65.0,11200.0,0
AUT_JNC_03,2022-07-14 14:00:00+00:00,31.745,77.21,0.1,0.3,0.5,9.3,17.8,100.0,100.0,28.5,66,894.7,2.5,1050.0,34.5,80.0,4200.0,0
THL_GRG_04,2022-07-14 14:00:00+00:00,31.713,77.165,0.1,0.3,0.5,9.3,17.8,100.0,100.0,25.5,65,848.4,2.5,980.0,38.2,35.0,5600.0,0
AUT_JNC_03,2022-07-14 15:00:00+00:00,31.745,77.21,0.0,0.3,0.5,9.0,17.4,100.0,100.0,28.8,66,894.1,3.6,1050.0,34.5,80.0,4200.0,0
JGN_VLY_05,2022-07-14 15:00:00+00:00,31.983,76.776,0.0,0.2,0.2,4.1,17.3,100.0,100.0,28.4,67,889.6,5.9,1220.0,24.6,210.0,1850.0,0
THL_GRG_04,2022-07-14 15:00:00+00:00,31.713,77.165,0.0,0.3,0.5,9.0,17.4,100.0,100.0,25.8,66,847.8,3.6,980.0,38.2,35.0,5600.0,0
MND_URBAN_01,2022-07-14 15:00:00+00:00,31.7087,76.932,0.0,0.1,0.1,0.5,18.5,100.0,100.0,30.4,64,917.7,1.5,760.0,22.4,65.0,11200.0,0
SDR_BSN_07,2022-07-14 15:00:00+00:00,31.533,76.89,0.0,0.0,0.1,0.2,14.7,100.0,100.0,29.7,63,907.6,1.6,860.0,16.8,340.0,3100.0,0
MND_URBAN_01,2022-07-14 16:00:00+00:00,31.7087,76.932,0.0,0.0,0.1,0.4,18.3,100.0,100.0,30.3,65,917.2,3.6,760.0,22.4,65.0,11200.0,0
THL_GRG_04,2022-07-14 16:00:00+00:00,31.713,77.165,0.0,0.1,0.4,8.8,17.2,100.0,100.0,25.1,71,847.3,2.9,980.0,38.2,35.0,5600.0,0
SDR_BSN_07,2022-07-14 16:00:00+00:00,31.533,76.89,0.0,0.0,0.1,0.2,13.4,100.0,100.0,29.2,67,907.2,4.0,860.0,16.8,340.0,3100.0,0
AUT_JNC_03,2022-07-14 16:00:00+00:00,31.745,77.21,0.0,0.1,0.4,8.8,17.2,100.0,100.0,28.1,71,893.7,2.9,1050.0,34.5,80.0,4200.0,0
JGN_VLY_05,2022-07-14 16:00:00+00:00,31.983,76.776,0.0,0.0,0.2,4.1,17.3,100.0,100.0,27.7,70,889.0,6.8,1220.0,24.6,210.0,1850.0,0
MND_URBAN_01,2022-07-14 17:00:00+00:00,31.7087,76.932,0.0,0.0,0.1,0.4,18.2,100.0,100.0,27.4,76,918.5,5.2,760.0,22.4,65.0,11200.0,0
THL_GRG_04,2022-07-14 17:00:00+00:00,31.713,77.165,0.1,0.1,0.4,8.9,16.9,100.0,100.0,22.4,83,847.7,2.9,980.0,38.2,35.0,5600.0,0
SDR_BSN_07,2022-07-14 17:00:00+00:00,31.533,76.89,0.0,0.0,0.1,0.2,13.3,100.0,100.0,25.9,83,908.2,3.3,860.0,16.8,340.0,3100.0,0
JGN_VLY_05,2022-07-14 17:00:00+00:00,31.983,76.776,0.0,0.0,0.2,4.0,17.3,100.0,100.0,24.7,83,889.9,7.4,1220.0,24.6,210.0,1850.0,0
AUT_JNC_03,2022-07-14 17:00:00+00:00,31.745,77.21,0.1,0.1,0.4,8.9,16.9,100.0,100.0,25.4,83,894.5,2.9,1050.0,34.5,80.0,4200.0,0
JGN_VLY_05,2022-07-14 18:00:00+00:00,31.983,76.776,0.1,0.1,0.3,4.1,17.4,100.0,100.0,24.5,87,889.9,2.9,1220.0,24.6,210.0,1850.0,0
MND_URBAN_01,2022-07-14 18:00:00+00:00,31.7087,76.932,0.0,0.0,0.1,0.4,18.1,100.0,100.0,27.0,77,918.7,3.6,760.0,22.4,65.0,11200.0,0
SDR_BSN_07,2022-07-14 18:00:00+00:00,31.533,76.89,0.1,0.1,0.1,0.3,13.3,100.0,100.0,26.0,84,908.2,3.6,860.0,16.8,340.0,3100.0,0
THL_GRG_04,2022-07-14 18:00:00+00:00,31.713,77.165,0.1,0.2,0.5,8.9,17.0,100.0,100.0,21.6,87,847.8,3.5,980.0,38.2,35.0,5600.0,0
AUT_JNC_03,2022-07-14 18:00:00+00:00,31.745,77.21,0.1,0.2,0.5,8.9,17.0,100.0,100.0,24.6,87,894.7,3.5,1050.0,34.5,80.0,4200.0,0
AUT_JNC_03,2022-07-14 19:00:00+00:00,31.745,77.21,0.1,0.3,0.4,9.0,17.1,100.0,100.0,24.2,88,894.9,3.8,1050.0,34.5,80.0,4200.0,0
THL_GRG_04,2022-07-14 19:00:00+00:00,31.713,77.165,0.1,0.3,0.4,9.0,17.1,100.0,100.0,21.2,88,847.9,3.8,980.0,38.2,35.0,5600.0,0
SDR_BSN_07,2022-07-14 19:00:00+00:00,31.533,76.89,0.0,0.1,0.1,0.3,13.2,100.0,100.0,24.7,89,907.9,5.5,860.0,16.8,340.0,3100.0,0
MND_URBAN_01,2022-07-14 19:00:00+00:00,31.7087,76.932,0.0,0.0,0.0,0.4,18.0,100.0,100.0,26.3,83,918.7,4.1,760.0,22.4,65.0,11200.0,0
JGN_VLY_05,2022-07-14 19:00:00+00:00,31.983,76.776,0.0,0.1,0.1,4.1,17.4,100.0,100.0,23.9,90,890.0,3.7,1220.0,24.6,210.0,1850.0,0
AUT_JNC_03,2022-07-14 20:00:00+00:00,31.745,77.21,0.0,0.2,0.3,9.0,17.1,100.0,100.0,23.7,90,894.9,4.1,1050.0,34.5,80.0,4200.0,0
SDR_BSN_07,2022-07-14 20:00:00+00:00,31.533,76.89,0.0,0.1,0.1,0.3,13.1,100.0,100.0,25.3,82,908.5,3.9,860.0,16.8,340.0,3100.0,0
JGN_VLY_05,2022-07-14 20:00:00+00:00,31.983,76.776,0.0,0.1,0.1,4.1,17.4,100.0,100.0,24.5,84,889.9,1.8,1220.0,24.6,210.0,1850.0,0
THL_GRG_04,2022-07-14 20:00:00+00:00,31.713,77.165,0.0,0.2,0.3,9.0,17.1,100.0,100.0,20.7,90,847.9,4.1,980.0,38.2,35.0,5600.0,0
MND_URBAN_01,2022-07-14 20:00:00+00:00,31.7087,76.932,0.0,0.0,0.0,0.4,16.9,100.0,100.0,25.8,87,918.8,4.1,760.0,22.4,65.0,11200.0,0
SDR_BSN_07,2022-07-14 21:00:00+00:00,31.533,76.89,0.0,0.0,0.1,0.3,13.1,100.0,100.0,25.5,80,909.0,3.3,860.0,16.8,340.0,3100.0,0
MND_URBAN_01,2022-07-14 21:00:00+00:00,31.7087,76.932,0.0,0.0,0.0,0.4,16.8,100.0,100.0,26.3,81,919.3,3.1,760.0,22.4,65.0,11200.0,0
AUT_JNC_03,2022-07-14 21:00:00+00:00,31.745,77.21,0.0,0.1,0.3,9.0,17.1,100.0,100.0,23.8,90,895.1,5.6,1050.0,34.5,80.0,4200.0,0
THL_GRG_04,2022-07-14 21:00:00+00:00,31.713,77.165,0.0,0.1,0.3,9.0,17.1,100.0,100.0,20.8,90,848.0,5.6,980.0,38.2,35.0,5600.0,0
JGN_VLY_05,2022-07-14 21:00:00+00:00,31.983,76.776,0.0,0.0,0.1,4.1,17.4,100.0,100.0,25.8,74,891.1,0.4,1220.0,24.6,210.0,1850.0,0
MND_URBAN_01,2022-07-14 22:00:00+00:00,31.7087,76.932,0.0,0.0,0.0,0.4,16.8,100.0,100.0,26.0,86,920.1,3.4,760.0,22.4,65.0,11200.0,0
THL_GRG_04,2022-07-14 22:00:00+00:00,31.713,77.165,0.0,0.0,0.3,9.0,17.1,100.0,100.0,21.5,86,848.8,5.6,980.0,38.2,35.0,5600.0,0
JGN_VLY_05,2022-07-14 22:00:00+00:00,31.983,76.776,0.0,0.0,0.1,4.1,17.4,100.0,100.0,26.4,70,892.1,4.0,1220.0,24.6,210.0,1850.0,0
AUT_JNC_03,2022-07-14 22:00:00+00:00,31.745,77.21,0.0,0.0,0.3,9.0,17.1,100.0,100.0,24.5,86,895.7,5.6,1050.0,34.5,80.0,4200.0,0
SDR_BSN_07,2022-07-14 22:00:00+00:00,31.533,76.89,0.0,0.0,0.1,0.3,13.1,100.0,100.0,24.5,85,909.3,5.4,860.0,16.8,340.0,3100.0,0
SDR_BSN_07,2022-07-14 23:00:00+00:00,31.533,76.89,0.2,0.2,0.3,0.5,13.3,100.0,100.0,24.4,86,910.0,5.4,860.0,16.8,340.0,3100.0,0
JGN_VLY_05,2022-07-14 23:00:00+00:00,31.983,76.776,0.0,0.0,0.1,4.1,17.4,100.0,100.0,26.3,70,892.8,1.6,1220.0,24.6,210.0,1850.0,0
THL_GRG_04,2022-07-14 23:00:00+00:00,31.713,77.165,0.1,0.1,0.3,9.1,17.2,100.0,100.0,21.1,87,849.3,5.4,980.0,38.2,35.0,5600.0,0
MND_URBAN_01,2022-07-14 23:00:00+00:00,31.7087,76.932,0.1,0.1,0.1,0.5,16.9,100.0,100.0,26.0,86,920.6,3.9,760.0,22.4,65.0,11200.0,0
AUT_JNC_03,2022-07-14 23:00:00+00:00,31.745,77.21,0.1,0.1,0.3,9.1,17.2,100.0,100.0,24.1,87,896.3,5.4,1050.0,34.5,80.0,4200.0,0
JGN_VLY_05,2022-07-15 00:00:00+00:00,31.983,76.776,0.9,0.9,0.9,5.0,18.3,100.0,100.0,23.8,79,892.8,6.0,1220.0,24.6,210.0,1850.0,0
SDR_BSN_07,2022-07-15 00:00:00+00:00,31.533,76.89,0.6,0.8,0.8,1.1,13.9,100.0,100.0,24.6,86,910.5,4.1,860.0,16.8,340.0,3100.0,0
MND_URBAN_01,2022-07-15 00:00:00+00:00,31.7087,76.932,0.5,0.6,0.6,1.0,17.3,100.0,100.0,25.3,85,921.0,5.1,760.0,22.4,65.0,11200.0,0
AUT_JNC_03,2022-07-15 00:00:00+00:00,31.745,77.21,0.5,0.6,0.7,9.6,17.7,100.0,100.0,24.1,89,897.0,3.3,1050.0,34.5,80.0,4200.0,0
THL_GRG_04,2022-07-15 00:00:00+00:00,31.713,77.165,0.5,0.6,0.7,9.6,17.7,100.0,100.0,21.1,88,849.9,3.3,980.0,38.2,35.0,5600.0,0
JGN_VLY_05,2022-07-15 01:00:00+00:00,31.983,76.776,2.0,2.9,2.9,7.0,20.3,100.0,100.0,22.9,85,891.9,4.9,1220.0,24.6,210.0,1850.0,0
THL_GRG_04,2022-07-15 01:00:00+00:00,31.713,77.165,0.6,1.2,1.2,10.2,18.2,100.0,100.0,20.9,88,849.7,3.1,980.0,38.2,35.0,5600.0,0
SDR_BSN_07,2022-07-15 01:00:00+00:00,31.533,76.89,0.4,1.2,1.2,1.5,14.3,100.0,100.0,24.4,85,910.3,5.2,860.0,16.8,340.0,3100.0,0
AUT_JNC_03,2022-07-15 01:00:00+00:00,31.745,77.21,0.6,1.2,1.2,10.2,18.2,100.0,100.0,23.9,88,896.9,3.1,1050.0,34.5,80.0,4200.0,0
MND_URBAN_01,2022-07-15 01:00:00+00:00,31.7087,76.932,0.4,1.0,1.0,1.4,17.6,100.0,100.0,24.8,87,920.9,4.8,760.0,22.4,65.0,11200.0,0
AUT_JNC_03,2022-07-15 02:00:00+00:00,31.745,77.21,0.3,1.4,1.5,10.5,18.4,100.0,100.0,23.7,87,896.2,3.6,1050.0,34.5,80.0,4200.0,0
JGN_VLY_05,2022-07-15 02:00:00+00:00,31.983,76.776,0.7,3.6,3.6,7.7,21.0,100.0,100.0,22.6,88,890.7,2.9,1220.0,24.6,210.0,1850.0,0
THL_GRG_04,2022-07-15 02:00:00+00:00,31.713,77.165,0.3,1.4,1.5,10.5,18.4,100.0,100.0,20.7,87,849.1,3.6,980.0,38.2,35.0,5600.0,0
SDR_BSN_07,2022-07-15 02:00:00+00:00,31.533,76.89,0.0,1.0,1.2,1.5,13.4,100.0,100.0,24.2,81,909.5,5.6,860.0,16.8,340.0,3100.0,0
MND_URBAN_01,2022-07-15 02:00:00+00:00,31.7087,76.932,0.1,1.0,1.1,1.5,13.0,100.0,100.0,24.4,88,919.9,4.8,760.0,22.4,65.0,11200.0,0
SDR_BSN_07,2022-07-15 03:00:00+00:00,31.533,76.89,0.0,0.4,1.2,1.5,13.2,100.0,100.0,23.8,80,908.7,5.1,860.0,16.8,340.0,3100.0,0
JGN_VLY_05,2022-07-15 03:00:00+00:00,31.983,76.776,0.1,2.8,3.7,7.8,21.1,100.0,100.0,22.6,83,890.5,1.5,1220.0,24.6,210.0,1850.0,0
MND_URBAN_01,2022-07-15 03:00:00+00:00,31.7087,76.932,0.0,0.5,1.1,1.5,11.9,100.0,100.0,24.4,87,919.2,4.6,760.0,22.4,65.0,11200.0,0
AUT_JNC_03,2022-07-15 03:00:00+00:00,31.745,77.21,0.0,0.9,1.5,10.5,18.2,100.0,100.0,23.2,85,895.4,6.6,1050.0,34.5,80.0,4200.0,0
THL_GRG_04,2022-07-15 03:00:00+00:00,31.713,77.165,0.0,0.9,1.5,10.5,18.2,100.0,100.0,20.2,85,848.2,6.6,980.0,38.2,35.0,5600.0,0
THL_GRG_04,2022-07-15 04:00:00+00:00,31.713,77.165,0.0,0.3,1.5,10.5,18.1,100.0,100.0,20.7,78,848.2,6.1,980.0,38.2,35.0,5600.0,0
MND_URBAN_01,2022-07-15 04:00:00+00:00,31.7087,76.932,0.0,0.1,1.1,1.5,11.8,100.0,100.0,23.7,89,918.8,6.4,760.0,22.4,65.0,11200.0,0
SDR_BSN_07,2022-07-15 04:00:00+00:00,31.533,76.89,0.0,0.0,1.2,1.5,13.2,100.0,100.0,22.8,85,908.2,5.2,860.0,16.8,340.0,3100.0,0
AUT_JNC_03,2022-07-15 04:00:00+00:00,31.745,77.21,0.0,0.3,1.5,10.5,18.1,100.0,100.0,23.7,79,895.3,6.1,1050.0,34.5,80.0,4200.0,0
JGN_VLY_05,2022-07-15 04:00:00+00:00,31.983,76.776,0.0,0.8,3.7,7.8,21.1,100.0,100.0,24.7,68,891.0,1.5,1220.0,24.6,210.0,1850.0,0
MND_URBAN_01,2022-07-15 05:00:00+00:00,31.7087,76.932,0.0,0.0,1.0,1.5,11.8,100.0,100.0,23.3,89,919.0,7.3,760.0,22.4,65.0,11200.0,0
JGN_VLY_05,2022-07-15 05:00:00+00:00,31.983,76.776,0.0,0.1,3.7,7.8,21.1,100.0,100.0,24.8,75,891.4,0.7,1220.0,24.6,210.0,1850.0,0
SDR_BSN_07,2022-07-15 05:00:00+00:00,31.533,76.89,0.0,0.0,1.0,1.5,13.2,100.0,100.0,22.9,86,908.5,5.2,860.0,16.8,340.0,3100.0,0
AUT_JNC_03,2022-07-15 05:00:00+00:00,31.745,77.21,0.0,0.0,1.4,10.5,18.1,100.0,100.0,22.9,83,895.2,7.3,1050.0,34.5,80.0,4200.0,0
THL_GRG_04,2022-07-15 05:00:00+00:00,31.713,77.165,0.0,0.0,1.4,10.5,18.1,100.0,100.0,19.9,83,848.0,7.3,980.0,38.2,35.0,5600.0,0
THL_GRG_04,2022-07-15 06:00:00+00:00,31.713,77.165,0.0,0.0,0.9,5.3,18.1,100.0,100.0,20.8,83,848.5,3.6,980.0,38.2,35.0,5600.0,0
JGN_VLY_05,2022-07-15 06:00:00+00:00,31.983,76.776,0.0,0.0,2.8,4.5,21.1,100.0,100.0,24.8,75,891.3,2.1,1220.0,24.6,210.0,1850.0,0
MND_URBAN_01,2022-07-15 06:00:00+00:00,31.7087,76.932,0.0,0.0,0.5,1.3,11.8,100.0,100.0,24.9,80,919.6,3.7,760.0,22.4,65.0,11200.0,0
SDR_BSN_07,2022-07-15 06:00:00+00:00,31.533,76.89,0.0,0.0,0.4,1.4,13.2,100.0,100.0,24.4,85,909.2,1.8,860.0,16.8,340.0,3100.0,0
AUT_JNC_03,2022-07-15 06:00:00+00:00,31.745,77.21,0.0,0.0,0.9,5.3,18.1,100.0,100.0,23.8,83,895.6,3.6,1050.0,34.5,80.0,4200.0,0
MND_URBAN_01,2022-07-15 07:00:00+00:00,31.7087,76.932,0.0,0.0,0.1,1.3,11.8,100.0,100.0,26.0,79,920.8,2.7,760.0,22.4,65.0,11200.0,0
AUT_JNC_03,2022-07-15 07:00:00+00:00,31.745,77.21,0.0,0.0,0.3,2.9,18.1,100.0,100.0,25.3,80,896.7,3.3,1050.0,34.5,80.0,4200.0,0
THL_GRG_04,2022-07-15 07:00:00+00:00,31.713,77.165,0.0,0.0,0.3,2.9,18.1,100.0,100.0,22.3,79,849.8,3.3,980.0,38.2,35.0,5600.0,0
SDR_BSN_07,2022-07-15 07:00:00+00:00,31.533,76.89,0.0,0.0,0.0,1.4,13.2,100.0,100.0,26.5,78,910.6,1.5,860.0,16.8,340.0,3100.0,0
JGN_VLY_05,2022-07-15 07:00:00+00:00,31.983,76.776,0.0,0.0,0.8,4.0,21.1,100.0,100.0,25.1,80,892.4,5.1,1220.0,24.6,210.0,1850.0,0
MND_URBAN_01,2022-07-15 08:00:00+00:00,31.7087,76.932,0.0,0.0,0.0,1.2,11.8,100.0,100.0,27.7,72,921.9,2.3,760.0,22.4,65.0,11200.0,0
SDR_BSN_07,2022-07-15 08:00:00+00:00,31.533,76.89,0.0,0.0,0.0,1.4,13.2,100.0,100.0,28.0,67,911.7,1.1,860.0,16.8,340.0,3100.0,0
JGN_VLY_05,2022-07-15 08:00:00+00:00,31.983,76.776,0.0,0.0,0.1,4.0,21.1,100.0,100.0,25.8,82,893.5,2.2,1220.0,24.6,210.0,1850.0,0
AUT_JNC_03,2022-07-15 08:00:00+00:00,31.745,77.21,0.0,0.0,0.0,2.3,18.1,100.0,100.0,27.3,67,898.0,3.5,1050.0,34.5,80.0,4200.0,0
THL_GRG_04,2022-07-15 08:00:00+00:00,31.713,77.165,0.0,0.0,0.0,2.3,18.1,100.0,100.0,24.3,67,851.3,3.5,980.0,38.2,35.0,5600.0,0
SDR_BSN_07,2022-07-15 09:00:00+00:00,31.533,76.89,0.0,0.0,0.0,1.4,13.2,100.0,100.0,28.9,63,912.2,2.9,860.0,16.8,340.0,3100.0,0
JGN_VLY_05,2022-07-15 09:00:00+00:00,31.983,76.776,0.0,0.0,0.0,4.0,21.1,100.0,100.0,27.4,69,894.1,2.5,1220.0,24.6,210.0,1850.0,0
AUT_JNC_03,2022-07-15 09:00:00+00:00,31.745,77.21,0.0,0.0,0.0,2.3,18.1,100.0,100.0,27.8,67,898.6,6.2,1050.0,34.5,80.0,4200.0,0
THL_GRG_04,2022-07-15 09:00:00+00:00,31.713,77.165,0.0,0.0,0.0,2.3,18.1,100.0,100.0,24.8,66,852.0,6.2,980.0,38.2,35.0,5600.0,0
MND_URBAN_01,2022-07-15 09:00:00+00:00,31.7087,76.932,0.0,0.0,0.0,1.2,11.8,100.0,100.0,29.2,63,922.4,2.5,760.0,22.4,65.0,11200.0,0
THL_GRG_04,2022-07-15 10:00:00+00:00,31.713,77.165,0.5,0.5,0.5,2.7,18.6,100.0,100.0,24.4,69,852.4,2.6,980.0,38.2,35.0,5600.0,0
JGN_VLY_05,2022-07-15 10:00:00+00:00,31.983,76.776,0.0,0.0,0.0,4.0,21.1,100.0,100.0,28.3,63,894.4,5.6,1220.0,24.6,210.0,1850.0,0
SDR_BSN_07,2022-07-15 10:00:00+00:00,31.533,76.89,0.0,0.0,0.0,1.4,13.2,100.0,100.0,29.1,64,912.4,3.1,860.0,16.8,340.0,3100.0,0
AUT_JNC_03,2022-07-15 10:00:00+00:00,31.745,77.21,0.5,0.5,0.5,2.7,18.6,100.0,100.0,27.4,70,899.1,2.6,1050.0,34.5,80.0,4200.0,0
MND_URBAN_01,2022-07-15 10:00:00+00:00,31.7087,76.932,0.0,0.0,0.0,1.2,11.8,100.0,100.0,30.0,63,922.7,2.2,760.0,22.4,65.0,11200.0,0
SDR_BSN_07,2022-07-15 11:00:00+00:00,31.533,76.89,0.9,0.9,0.9,2.3,14.0,100.0,100.0,28.3,68,912.9,2.2,860.0,16.8,340.0,3100.0,0
AUT_JNC_03,2022-07-15 11:00:00+00:00,31.745,77.21,0.1,0.6,0.6,2.7,18.6,100.0,100.0,28.0,70,899.1,2.6,1050.0,34.5,80.0,4200.0,0
MND_URBAN_01,2022-07-15 11:00:00+00:00,31.7087,76.932,0.0,0.0,0.0,1.2,11.4,100.0,100.0,29.8,65,922.8,2.2,760.0,22.4,65.0,11200.0,0
THL_GRG_04,2022-07-15 11:00:00+00:00,31.713,77.165,0.1,0.6,0.6,2.7,18.6,100.0,100.0,25.0,69,852.5,2.6,980.0,38.2,35.0,5600.0,0
